aX,aY,aZ,gX,gY,gZ
0.943,-0.988,9.912,-0.014,-0.02,0.03
0.943,-0.951,9.903,-0.017,-0.011,0.034
0.964,-0.945,9.872,-0.017,-0.011,0.033
0.963,-0.944,9.873,-0.024,-0.004,0.031
0.931,-0.948,9.855,-0.025,-0.01,0.033
0.963,-0.906,9.885,-0.022,-0.014,0.034
0.937,-0.859,9.916,-0.026,-0.009,0.032
0.937,-0.854,9.895,-0.02,-0.011,0.026
0.927,-0.826,9.917,-0.014,-0.01,0.018
0.885,-0.823,9.847,-0.005,-0.012,0.014
0.9,-0.837,9.863,-0.001,-0.01,0.006
0.892,-0.833,9.846,0.003,-0.006,-0.002
0.881,-0.856,9.85,0.011,-0.011,-0.007
0.916,-0.866,9.903,0.003,-0.001,-0.004
0.895,-0.869,9.923,0.004,0,-0.003
0.89,-0.868,9.926,-0.001,0.004,0
0.868,-0.867,9.889,-0.006,0.012,0.001
0.854,-0.876,9.869,-0.005,0.01,0.003
0.851,-0.896,9.911,-0.012,0.012,0.007
0.86,-0.901,9.968,-0.021,0.014,0.007
0.828,-0.921,9.955,-0.027,0.02,0.004
0.844,-0.954,9.942,-0.019,0.015,0
0.828,-0.957,9.953,-0.016,0.019,-0.003
0.856,-0.988,9.904,-0.01,0.019,-0.007
0.833,-1.033,9.968,-0.006,0.018,-0.011
0.84,-1.054,9.975,-0.001,0.01,-0.011
0.838,-1.071,10.006,-0.008,0.008,-0.008
0.836,-1.047,10.013,-0.011,0.007,-0.008
0.87,-1.052,9.97,-0.012,0.01,-0.005
0.883,-1.061,9.962,-0.01,0.015,-0.007
0.894,-1.079,9.936,-0.006,0.013,-0.008
0.914,-1.068,9.957,0.001,0.007,-0.012
0.888,-1.049,9.956,-0.006,0.013,-0.006
0.881,-1.046,9.951,-0.004,0.009,-0.002
0.91,-1.043,9.988,-0.005,0.011,-0.008
0.915,-1.023,9.956,-0.002,0.004,-0.01
0.902,-1.001,9.928,-0.005,0.008,-0.01
0.942,-0.983,9.903,-0.006,0.017,-0.009
0.987,-0.942,9.913,0.002,0.011,-0.008
0.956,-0.899,9.962,0.004,0.009,0
0.925,-0.891,9.958,0.009,0.004,0.004
0.908,-0.877,9.974,0.008,0.006,0.007
0.911,-0.873,9.974,-0.001,0.009,0.008
0.884,-0.825,10.039,-0.015,0.012,0.012
0.863,-0.817,10.026,-0.022,0.011,0.015
0.859,-0.8,9.985,-0.024,0.011,0.021
0.886,-0.82,9.956,-0.016,0.012,0.024
0.891,-0.862,9.958,-0.005,0.008,0.025
0.877,-0.891,9.99,0.01,-0.012,0.026
0.859,-0.916,9.966,0.009,-0.011,0.027
0.874,-0.906,9.973,0.003,-0.01,0.031
0.871,-0.934,9.895,-0.004,-0.006,0.036
0.918,-0.929,9.92,-0.004,-0.009,0.037
0.89,-0.983,9.866,-0.008,-0.004,0.035
0.915,-0.997,9.884,-0.003,-0.01,0.029
0.874,-1.007,9.862,0.004,-0.014,0.022
0.899,-0.98,9.926,0.004,-0.012,0.017
0.87,-0.947,9.894,0.005,-0.009,0.013
0.889,-0.949,9.842,0.005,-0.005,0.007
0.897,-0.979,9.894,0.004,0.003,0.003
0.865,-1.016,9.871,0.015,-0.003,-0.003
0.842,-1.001,9.884,0.008,-0.001,-0.001
0.84,-0.96,9.888,0.003,-0.001,0
0.817,-0.91,9.905,0.01,-0.005,-0.003
0.823,-0.888,9.891,0.012,-0.003,-0.007
0.838,-0.875,9.905,0.01,0.008,-0.007
0.825,-0.894,9.924,0.019,0.007,-0.012
0.82,-0.923,9.949,0.021,0.01,-0.015
0.82,-0.947,9.934,0.019,0.007,-0.015
0.854,-0.91,10.006,0.011,0.015,-0.011
0.843,-0.943,9.98,0.009,0.016,-0.009
0.85,-0.967,10.007,0.013,0.012,-0.006
0.849,-0.979,10.02,0.011,0.013,-0.001
0.827,-1.016,9.956,0.006,0.013,0.01
0.875,-1.021,9.993,0,0.011,0.015
0.915,-1.019,9.975,-0.008,0.017,0.015
0.924,-1.007,9.953,0.001,0.011,0.012
0.894,-0.976,9.956,0.005,0.011,0.011
0.938,-0.987,9.964,0.013,0.005,0.002
0.932,-0.957,9.969,0.011,0.002,-0.006
0.942,-0.956,9.953,0.006,0.001,-0.015
0.94,-0.936,9.996,0.004,-0.003,-0.022
0.94,-0.926,9.954,0.009,-0.009,-0.025
0.938,-0.929,9.984,0.015,-0.012,-0.029
0.913,-0.942,9.923,0.014,-0.008,-0.029
0.91,-0.943,9.872,0.013,-0.006,-0.03
0.913,-0.915,9.91,0.012,-0.003,-0.03
0.897,-0.905,9.881,0.008,0.002,-0.027
0.887,-0.91,9.919,0.015,-0.002,-0.028
0.863,-0.918,9.922,0.004,0.01,-0.025

1.049,-0.76,9.899,-0.002,0.004,0.002
1.042,-0.757,9.91,0.003,0.004,0.001
1.06,-0.767,9.919,0.003,0.009,0.008
1.049,-0.787,9.937,0.004,0.008,0.012
1.056,-0.75,9.984,0.002,0.005,0.007
1.048,-0.743,9.912,-0.013,0.012,0.009
1.049,-0.766,9.927,-0.011,0.012,0.008
1.075,-0.764,9.911,-0.008,0.015,0.007
1.088,-0.798,9.913,0.002,0.013,0.005
1.09,-0.792,9.919,0.012,0.004,0.002
1.052,-0.774,9.913,0.009,0.006,0.001
1.074,-0.762,9.936,-0.002,0.017,0.004
1.067,-0.743,9.914,-0.005,0.017,0.002
1.056,-0.739,9.98,-0.007,0.017,-0.001
1.05,-0.728,10.004,-0.008,0.016,0.003
1.05,-0.724,9.972,-0.014,0.021,0.007
1.056,-0.674,9.96,-0.009,0.017,0.005
1.079,-0.68,9.929,-0.002,0.016,0.003
1.064,-0.678,9.956,0.004,0.015,0.003
1.079,-0.725,9.964,0.008,0.008,-0.004
1.044,-0.72,10.001,-0.002,0.009,-0.004
1.073,-0.691,9.972,0.001,-0.001,-0.004
1.056,-0.67,9.96,0.002,0.001,0.002
1.044,-0.676,9.929,0.011,0,0.008
1.077,-0.697,9.944,0.008,0.004,0.008
1.049,-0.735,9.941,0.011,0,0.006
1.055,-0.715,9.937,0.008,0.002,0.008
1.071,-0.727,9.906,0.007,-0.001,0.011
1.073,-0.724,9.94,0.009,-0.006,0.007
1.061,-0.73,9.92,0,0.005,0.007
1.079,-0.729,9.962,0,0.007,0.003
1.104,-0.745,9.939,-0.004,0.009,0.008
1.075,-0.768,9.957,-0.008,0.011,0.015
1.08,-0.769,9.919,-0.007,0.008,0.009
1.08,-0.768,9.979,-0.003,0.009,0.005
1.066,-0.764,9.967,-0.006,0.01,0.007
1.095,-0.765,10,0,0.003,0.004
1.067,-0.734,9.966,-0.001,0.007,0.004
1.067,-0.758,9.955,0.005,-0.002,0.004
1.065,-0.75,9.964,-0.006,0.002,0.01
1.07,-0.728,10.022,-0.002,0.002,0.003
1.028,-0.717,10.006,-0.004,0.005,0
1.074,-0.712,10.04,-0.006,0.003,0.006
1.078,-0.712,10.021,-0.003,-0.003,0.005
1.054,-0.705,9.966,-0.005,0.001,0.003
1.051,-0.717,9.938,-0.001,-0.001,0.005
1.073,-0.707,9.923,0.004,-0.004,0.008
1.056,-0.678,9.917,0.005,-0.006,0.011
1.052,-0.715,9.955,0.006,-0.009,0.009
1.07,-0.729,9.906,0.007,-0.011,0.007
1.078,-0.693,9.933,-0.002,-0.004,0.005
1.088,-0.694,9.923,-0.002,-0.005,0.001
1.086,-0.707,9.917,-0.01,0.002,0.01
1.071,-0.735,9.886,-0.001,0,0.011
1.099,-0.761,9.915,0.002,0,0.013
1.065,-0.772,9.883,-0.006,0.002,0.014
1.083,-0.747,9.933,-0.007,-0.003,0.012
1.089,-0.76,9.948,-0.007,-0.004,0.011
1.102,-0.742,9.947,-0.006,-0.005,0.011
1.097,-0.737,9.952,-0.002,-0.007,0.008
1.12,-0.758,9.948,0.002,-0.011,0.002
1.099,-0.738,9.935,0.006,-0.016,0
1.108,-0.73,9.941,0.007,-0.014,0.001
1.119,-0.733,10.002,0.01,-0.016,-0.005
1.08,-0.716,9.968,0.003,-0.016,-0.004
1.104,-0.714,9.934,0,-0.013,-0.004
1.086,-0.696,9.931,0.005,-0.012,-0.005
1.069,-0.715,9.879,0.004,-0.009,-0.003
1.082,-0.714,9.933,0,-0.002,0
1.07,-0.724,9.88,-0.001,-0.002,0.009
1.066,-0.702,9.958,-0.001,-0.002,0.012
1.051,-0.689,9.951,-0.009,0.002,0.016
1.082,-0.688,9.962,-0.019,0.014,0.021
1.085,-0.725,9.976,-0.01,0.012,0.018
1.057,-0.752,9.942,-0.009,0.013,0.016
1.07,-0.748,9.982,-0.004,0.005,0.017
1.108,-0.766,9.963,-0.009,0.006,0.022
1.069,-0.758,10.029,-0.014,0.01,0.021
1.074,-0.773,10.012,-0.007,0,0.018
1.089,-0.768,10.01,-0.016,0.003,0.018
1.089,-0.738,10.034,-0.012,0.001,0.012
1.076,-0.748,9.998,-0.008,0.001,0.006
1.084,-0.736,9.985,-0.006,0,0.007
1.076,-0.758,9.967,-0.004,-0.004,0.004
1.076,-0.785,9.967,-0.004,-0.01,0.001
1.067,-0.779,9.979,-0.016,-0.002,0.005
1.055,-0.74,9.991,-0.016,-0.004,0.004
1.078,-0.736,9.962,-0.013,-0.009,0.009
1.032,-0.727,9.939,-0.012,-0.015,0.007
1.032,-0.727,9.935,-0.021,-0.003,0.005
1.036,-0.726,9.95,-0.024,0.004,0.004
1.058,-0.752,9.905,-0.025,-0.001,0.004
1.086,-0.717,9.922,-0.012,-0.01,0.002
1.073,-0.74,9.916,-0.018,0,0
1.095,-0.761,9.935,-0.018,-0.002,0
1.085,-0.772,9.94,-0.018,-0.015,-0.005
1.059,-0.762,9.858,-0.022,-0.011,-0.001
1.116,-0.738,9.875,-0.016,-0.003,-0.003
1.1,-0.74,9.809,-0.009,0.001,-0.005
1.087,-0.731,9.824,-0.006,0.005,-0.006
1.1,-0.745,9.887,-0.008,0.008,-0.004
1.082,-0.777,9.876,-0.001,-0.004,-0.012
1.107,-0.749,9.927,-0.007,-0.002,-0.013
1.111,-0.704,9.968,-0.01,-0.005,-0.014

1.193,-0.7,9.944,0.001,0.009,0.015
1.187,-0.694,9.948,0.003,0.008,0.012
1.184,-0.705,9.968,0.004,0.005,0.007
1.186,-0.715,9.954,0.003,0.005,0.007
1.197,-0.721,9.975,0.002,0.006,0.008
1.17,-0.704,9.969,0.002,0.006,0.011
1.202,-0.705,10.005,0.002,0,0.01
1.152,-0.702,9.978,-0.004,0.005,0.012
1.165,-0.698,9.972,0.002,0.003,0.011
1.142,-0.711,9.964,0.003,0.002,0.014
1.151,-0.702,9.986,0.001,0.001,0.012
1.171,-0.672,9.958,-0.004,0.003,0.013
1.128,-0.673,9.969,0.001,-0.004,0.009
1.189,-0.691,9.983,-0.006,0.004,0.009
1.136,-0.678,9.949,-0.012,0.006,0.005
1.151,-0.673,9.949,-0.018,0.013,0.006
1.157,-0.662,9.95,-0.008,0.006,0.005
1.133,-0.646,9.911,0.005,-0.006,0.005
1.158,-0.646,9.952,-0.002,0.002,0.006
1.14,-0.673,9.929,-0.006,0.007,0.006
1.152,-0.693,9.909,-0.007,0.006,0.005
1.173,-0.693,9.911,-0.011,0.009,0.004
1.165,-0.712,9.885,-0.004,0.004,0.002
1.152,-0.687,9.896,-0.003,0.002,0.004
1.17,-0.71,9.902,-0.007,0.007,0.005
1.18,-0.706,9.932,-0.004,0.005,0.006
1.163,-0.722,9.92,-0.01,0.012,0.008
1.151,-0.714,9.881,-0.005,0.006,0.007
1.199,-0.707,9.879,0.007,0,0.003
1.201,-0.684,9.895,0.005,0.006,0.004
1.211,-0.69,9.911,0.001,0.011,0.005
1.182,-0.7,9.913,-0.002,0.012,0.005
1.181,-0.696,9.926,-0.008,0.016,0.005
1.151,-0.662,9.941,-0.007,0.013,0.005
1.169,-0.634,9.941,0.005,0.001,0.003
1.171,-0.623,9.964,-0.002,0.014,0.007
1.16,-0.634,9.936,0.001,0.007,0.008
1.156,-0.649,9.969,-0.002,0.008,0.004
1.153,-0.662,9.945,0,0.004,0.003
1.155,-0.648,9.979,0,0.002,0.004
1.171,-0.667,9.947,0.004,0.003,0.005
1.168,-0.669,9.964,0.005,0.001,0.008
1.153,-0.667,9.95,0.01,-0.005,0.007
1.176,-0.672,9.971,0.003,0.001,0.009
1.151,-0.685,9.953,0,0,0.009
1.146,-0.719,9.965,-0.004,0.001,0.007
1.129,-0.701,9.933,-0.006,0,0.007
1.171,-0.691,9.906,-0.007,0,0.009
1.155,-0.699,9.933,-0.006,0.001,0.009
1.16,-0.711,9.941,0.002,-0.005,0.005
1.174,-0.722,9.918,0.008,-0.008,-0.002
1.186,-0.711,9.957,0.001,-0.004,0.001
1.164,-0.713,9.925,-0.001,-0.002,-0.004
1.174,-0.716,9.911,-0.009,0.004,-0.003
1.163,-0.696,9.954,-0.007,-0.002,0.002
1.153,-0.71,9.919,-0.011,-0.001,-0.001
1.18,-0.697,9.942,-0.015,0.006,0
1.173,-0.686,9.92,-0.01,0.003,0.002
1.17,-0.651,9.923,-0.003,-0.003,0.002
1.151,-0.635,9.908,-0.003,0.002,-0.003
1.125,-0.644,9.922,-0.001,0,-0.001
1.135,-0.652,9.909,0.002,0,-0.004
1.154,-0.659,9.936,-0.003,0.008,-0.003
1.174,-0.663,9.926,-0.001,0.008,-0.004
1.162,-0.649,9.898,-0.005,0.008,0.002
1.2,-0.658,9.932,-0.003,0.002,0.004
1.2,-0.653,9.895,-0.004,0.002,0.004
1.205,-0.647,9.94,-0.005,0.004,0.002
1.185,-0.693,9.91,-0.005,0.006,0.004
1.193,-0.698,9.97,0.007,-0.003,-0.002
1.194,-0.72,9.919,0.002,0.001,0
1.235,-0.698,9.929,-0.001,0.002,0.002
1.207,-0.688,9.875,-0.003,0.006,0.007
1.21,-0.684,9.927,0.003,0,0.006
1.221,-0.706,9.92,0.004,0,0.005
1.204,-0.73,9.918,0.001,0.002,0
1.2,-0.703,9.954,-0.002,0.002,0.001
1.195,-0.663,9.984,-0.008,0.005,0.001
1.209,-0.67,9.954,-0.002,0.003,0.004
1.207,-0.675,9.973,0.001,0.002,0.002
1.193,-0.679,9.928,0,0.003,0.001
1.203,-0.696,9.98,0.003,-0.004,0.002
1.212,-0.691,9.935,0,-0.005,0.005
1.21,-0.684,9.954,0.001,-0.002,0.002
1.207,-0.671,9.933,0.004,-0.002,0.002
1.195,-0.643,9.967,0,0.002,0.005
1.195,-0.686,9.911,-0.007,0.005,0.006
1.186,-0.665,9.933,0,-0.004,0.004
1.174,-0.671,9.91,0.001,-0.003,0.007
1.185,-0.667,9.94,0.007,-0.007,0.006
1.196,-0.677,9.912,0.001,0.001,0.008
1.192,-0.677,9.923,-0.003,0.007,0.009
1.179,-0.678,9.923,-0.007,0.009,0.009
1.205,-0.683,9.917,-0.003,0.006,0.008
1.177,-0.702,9.927,-0.006,0.012,0.011
1.171,-0.691,9.945,-0.004,0.011,0.01
1.172,-0.666,9.94,-0.01,0.014,0.008
1.199,-0.672,9.956,-0.006,0.007,0.012
1.162,-0.673,9.893,-0.003,0.004,0.01
1.193,-0.67,9.906,-0.006,0.01,0.009
1.152,-0.687,9.893,0,0.008,0.006
1.174,-0.705,9.917,0.002,0.005,0.006
1.162,-0.699,9.923,0.004,-0.001,0.005
1.173,-0.661,9.968,0,0.004,0.009

1.221,-0.581,9.947,0.021,-0.025,0.002
1.262,-0.599,9.959,0.03,-0.036,-0.004
1.248,-0.638,9.883,0.036,-0.042,-0.015
1.238,-0.645,9.95,0.039,-0.046,-0.026
1.228,-0.653,9.974,0.048,-0.058,-0.037
1.224,-0.637,9.976,0.053,-0.066,-0.042
1.245,-0.632,9.988,0.058,-0.076,-0.044
1.228,-0.647,9.986,0.047,-0.073,-0.046
1.245,-0.655,9.942,0.048,-0.073,-0.053
1.259,-0.648,9.942,0.05,-0.07,-0.053
1.257,-0.629,9.976,0.043,-0.063,-0.048
1.197,-0.615,9.932,0.031,-0.054,-0.045
1.234,-0.565,9.962,0.025,-0.047,-0.038
1.239,-0.559,9.933,0.008,-0.033,-0.029
1.221,-0.533,9.948,-0.003,-0.026,-0.024
1.218,-0.496,9.966,-0.01,-0.021,-0.014
1.209,-0.486,9.947,-0.015,-0.008,-0.008
1.209,-0.456,9.938,-0.015,-0.006,-0.003
1.18,-0.451,9.913,-0.03,0.008,0.003
1.205,-0.447,9.9,-0.036,0.018,0.006
1.216,-0.431,9.926,-0.033,0.016,0.009
1.205,-0.43,9.929,-0.032,0.018,0.007
1.241,-0.48,9.931,-0.024,0.012,-0.002
1.222,-0.485,9.91,-0.029,0.02,-0.003
1.263,-0.492,9.922,-0.03,0.024,-0.003
1.276,-0.54,9.905,-0.025,0.022,-0.003
1.279,-0.576,9.909,-0.021,0.018,-0.002
1.336,-0.616,9.929,-0.012,0.009,-0.001
1.297,-0.608,9.856,-0.014,0.011,0
1.305,-0.622,9.89,-0.013,0.002,-0.001
1.306,-0.622,9.915,-0.012,-0.006,-0.012
1.31,-0.604,9.923,0.001,-0.02,-0.022
1.325,-0.624,9.922,0.006,-0.023,-0.027
1.323,-0.62,9.876,0.008,-0.018,-0.028
1.301,-0.609,9.931,0.019,-0.026,-0.034
1.277,-0.608,9.885,0.013,-0.02,-0.038
1.28,-0.601,9.86,0.014,-0.023,-0.037
1.27,-0.566,9.925,0.009,-0.026,-0.039
1.271,-0.52,9.899,-0.005,-0.012,-0.035
1.276,-0.497,9.879,-0.01,-0.005,-0.028
1.274,-0.479,9.867,-0.007,-0.004,-0.021
1.234,-0.47,9.845,-0.002,-0.002,-0.017
1.245,-0.463,9.869,-0.001,0.004,-0.011
1.261,-0.454,9.868,-0.003,0.007,-0.006
1.263,-0.408,9.923,-0.002,0.005,-0.005
1.258,-0.406,9.919,-0.009,0.013,-0.004
1.27,-0.423,9.901,-0.014,0.027,-0.001
1.262,-0.471,9.902,-0.011,0.026,-0.002
1.276,-0.509,9.906,-0.02,0.034,0.001
1.289,-0.51,9.966,-0.016,0.028,0.008
1.314,-0.522,9.962,-0.019,0.03,0.016
1.344,-0.56,9.96,-0.024,0.037,0.02
1.303,-0.577,9.933,-0.02,0.034,0.017
1.322,-0.572,9.918,-0.017,0.031,0.02
1.315,-0.575,9.93,-0.011,0.026,0.021
1.314,-0.602,9.873,-0.013,0.027,0.016
1.336,-0.597,9.905,-0.025,0.039,0.016
1.316,-0.612,9.899,-0.016,0.028,0.011
1.31,-0.588,9.924,-0.005,0.013,0.004
1.296,-0.577,9.919,-0.007,0.014,-0.001
1.285,-0.589,9.915,-0.015,0.024,0.004
1.266,-0.584,9.877,-0.011,0.024,0.004
1.278,-0.565,9.89,-0.001,0.016,0.003
1.26,-0.556,9.864,0.004,0.015,0.007
1.27,-0.547,9.876,0.003,0.016,0.006
1.267,-0.515,9.913,0.012,0.007,0.001
1.254,-0.514,9.918,0.014,0.009,0.001
1.255,-0.518,9.98,0.005,0.018,-0.002
1.25,-0.549,9.937,0.002,0.015,-0.008
1.272,-0.538,9.961,-0.005,0.022,-0.006
1.283,-0.56,9.932,-0.003,0.021,-0.002
1.3,-0.554,9.931,0.001,0.02,-0.003
1.298,-0.566,9.908,0.003,0.02,0
1.28,-0.578,9.948,0.01,0.014,0.004
1.286,-0.576,9.953,0.005,0.015,0.004
1.294,-0.568,9.951,-0.001,0.015,0.004
1.287,-0.541,9.953,-0.004,0.015,0.005
1.301,-0.529,9.975,0.008,0.008,0.004
1.306,-0.545,9.979,0.012,0.009,0.003
1.291,-0.563,9.932,0.012,0.009,-0.004
1.276,-0.537,9.967,0.009,0.01,-0.005
1.285,-0.514,9.965,0.007,0.01,-0.006
1.255,-0.512,9.995,0.007,0.008,-0.008
1.246,-0.526,9.973,0.011,0.002,-0.007
1.271,-0.538,9.95,0.006,0.005,0.001
1.258,-0.543,9.964,0.006,0.005,0.001
1.26,-0.534,9.951,0.002,0.008,0.001
1.28,-0.533,9.991,-0.001,0.009,0.004
1.311,-0.572,9.954,-0.003,0.011,0.007
1.298,-0.564,9.978,0.002,0.003,0.007
1.287,-0.569,9.956,-0.011,0.012,0.013
1.276,-0.559,9.998,-0.014,0.011,0.012
1.268,-0.552,9.947,-0.015,0.011,0.01
1.253,-0.534,9.953,-0.012,0.007,0.009
1.252,-0.527,9.965,-0.008,0.005,0.006
1.27,-0.53,9.931,-0.012,0.012,0.005
1.25,-0.544,9.966,-0.007,0.008,0.003
1.273,-0.59,9.967,-0.005,-0.001,0.004
1.236,-0.55,9.99,-0.012,0.001,0.007
1.27,-0.542,9.918,-0.009,-0.002,0.007
1.26,-0.518,9.928,-0.007,0,0.003
1.26,-0.522,9.907,-0.009,-0.001,0.005
1.238,-0.538,9.883,-0.004,-0.001,0.005
1.238,-0.523,9.89,-0.001,-0.006,0

1.252,-0.478,9.931,-0.005,0.008,0.013
1.251,-0.477,9.923,0,0.006,0.012
1.234,-0.486,9.955,0.001,0.007,0.006
1.25,-0.491,9.929,-0.002,0.009,0.007
1.266,-0.524,9.968,-0.004,0.008,0.006
1.24,-0.512,9.923,-0.003,0.006,0.006
1.287,-0.505,9.922,-0.007,0.013,0.01
1.277,-0.498,9.911,0.002,0.009,0.008
1.295,-0.499,9.937,0.003,0.011,0.009
1.283,-0.504,9.963,0.007,0.002,0.008
1.274,-0.486,9.94,0.001,0.005,0.005
1.264,-0.442,9.959,-0.004,0.006,0.006
1.271,-0.446,9.936,0.001,0.003,0.002
1.28,-0.462,9.954,0,0.007,0.002
1.253,-0.472,9.921,-0.003,0.016,0.001
1.275,-0.476,9.937,-0.008,0.017,0.007
1.265,-0.481,9.961,-0.01,0.014,0.009
1.297,-0.47,9.991,-0.008,0.005,0.015
1.275,-0.448,9.982,-0.008,0.01,0.015
1.264,-0.459,9.932,-0.005,0.012,0.016
1.261,-0.45,9.939,-0.004,0.013,0.011
1.272,-0.455,9.939,-0.004,0.01,0.007
1.281,-0.473,9.956,-0.003,0.006,0.006
1.279,-0.462,9.967,-0.006,0.007,0.005
1.278,-0.479,9.995,-0.005,0.002,0.004
1.267,-0.498,9.963,-0.011,0.005,0.005
1.269,-0.493,10.006,-0.014,0.005,0.004
1.253,-0.496,9.992,-0.01,0.004,0.003
1.274,-0.513,9.947,-0.009,0.003,0.007
1.294,-0.521,9.998,-0.013,0.005,0.012
1.29,-0.542,9.938,-0.017,0.009,0.016
1.296,-0.513,9.967,-0.007,-0.002,0.019
1.302,-0.509,9.951,-0.009,-0.002,0.016
1.305,-0.504,9.929,-0.014,0,0.011
1.298,-0.486,9.956,-0.015,0.002,0.008
1.283,-0.47,9.925,-0.007,-0.005,0.003
1.3,-0.456,9.964,-0.003,-0.004,0.001
1.274,-0.468,9.922,-0.003,-0.006,0.005
1.262,-0.469,9.872,0.003,-0.009,0.005
1.236,-0.467,9.892,-0.001,-0.007,0.002
1.255,-0.462,9.886,-0.005,-0.007,0.004
1.235,-0.45,9.886,-0.008,-0.004,0.005
1.239,-0.455,9.857,-0.001,-0.004,0.004
1.285,-0.466,9.879,-0.003,0.003,0.006
1.269,-0.469,9.902,-0.004,0.008,0.007
1.286,-0.494,9.897,0.004,0,0.011
1.233,-0.477,9.889,-0.002,0.009,0.014
1.267,-0.502,9.881,-0.005,0.013,0.017
1.253,-0.485,9.882,-0.008,0.017,0.017
1.278,-0.496,9.895,-0.007,0.02,0.014
1.307,-0.521,9.952,-0.002,0.014,0.011
1.29,-0.521,9.947,0,0.009,0.011
1.295,-0.522,9.961,-0.003,0.015,0.013
1.263,-0.519,9.942,-0.005,0.014,0.019
1.262,-0.512,9.912,-0.007,0.015,0.016
1.262,-0.496,9.931,-0.007,0.018,0.013
1.272,-0.496,9.913,-0.002,0.011,0.008
1.254,-0.502,9.894,-0.005,0.009,0.004
1.261,-0.487,9.934,-0.009,0.008,-0.002
1.268,-0.44,9.89,-0.006,0.007,-0.003
1.214,-0.424,9.894,0.003,0.006,-0.005
1.229,-0.458,9.888,0.02,-0.007,-0.009
1.224,-0.488,9.933,0.019,-0.007,-0.014
1.212,-0.471,9.95,0.008,0,-0.013
1.206,-0.478,9.928,-0.009,0.013,-0.007
1.226,-0.465,9.94,0.002,0.002,-0.007
1.232,-0.476,9.909,0.005,0.004,-0.007
1.222,-0.523,9.944,0.008,0.003,-0.003
1.225,-0.578,9.917,0.005,0.009,-0.002
1.253,-0.556,9.972,0.002,0.011,0.002
1.269,-0.541,9.958,-0.002,0.012,0.006
1.29,-0.523,9.923,0.001,0.009,0.011
1.294,-0.504,9.946,-0.001,0.012,0.006
1.304,-0.524,9.952,0.003,0.01,0.001
1.286,-0.524,9.984,-0.006,0.018,-0.001
1.271,-0.528,9.995,-0.005,0.011,-0.004
1.279,-0.519,10.021,-0.003,0.006,-0.004
1.26,-0.49,10.017,-0.007,0.011,-0.004
1.284,-0.479,9.999,-0.006,0.013,-0.003
1.279,-0.451,10.014,-0.009,0.013,-0.001
1.303,-0.482,9.971,-0.011,0.014,0.002
1.282,-0.483,10.006,-0.011,0.013,0.005
1.248,-0.453,10.019,-0.009,0.01,0.008
1.278,-0.427,10.011,-0.013,0.013,0.011
1.286,-0.424,10.016,-0.016,0.015,0.011
1.256,-0.438,9.957,-0.012,0.008,0.012
1.282,-0.495,9.954,-0.023,0.015,0.008
1.273,-0.478,9.95,-0.022,0.008,0.007
1.301,-0.477,9.907,-0.023,0.004,0.016
1.307,-0.462,9.934,-0.012,-0.003,0.018
1.29,-0.484,9.924,-0.02,0.009,0.021
1.296,-0.513,9.925,-0.01,-0.003,0.015
1.291,-0.528,9.906,-0.007,-0.007,0.012
1.264,-0.512,9.852,-0.013,0.002,0.009
1.287,-0.492,9.868,-0.012,0,0.01
1.27,-0.473,9.873,-0.007,0.003,0.005
1.258,-0.472,9.884,0.002,0,0.006
1.24,-0.484,9.86,0.006,-0.002,0.006
1.238,-0.485,9.902,0.001,0,0.006
1.214,-0.476,9.88,-0.007,0.008,0.008
1.227,-0.456,9.876,-0.011,0.013,0.009
1.257,-0.44,9.871,-0.01,0.013,0.009
1.253,-0.434,9.895,-0.004,0.01,0.013
1.238,-0.443,9.94,0,0.011,0.016

1.317,-0.483,9.967,-0.002,0.004,-0.002
1.295,-0.485,9.979,-0.009,0.006,0.002
1.322,-0.49,9.96,-0.012,0.007,0.009
1.291,-0.496,9.881,-0.018,0.014,0.012
1.292,-0.467,9.911,-0.008,0.007,0.011
1.306,-0.487,9.946,-0.009,0.006,0.012
1.302,-0.501,9.949,-0.012,0.01,0.01
1.293,-0.505,9.965,-0.009,0.005,0.009
1.313,-0.512,9.914,-0.006,0.006,0.007
1.32,-0.485,9.944,-0.012,0.017,0.008
1.299,-0.527,9.905,-0.008,0.015,0.008
1.296,-0.506,9.905,0,0.004,0.008
1.294,-0.536,9.878,-0.002,0.006,0.009
1.299,-0.523,9.94,0.004,-0.002,0.006
1.277,-0.5,9.932,-0.015,0.015,0.012
1.283,-0.487,9.92,-0.009,0.011,0.01
1.302,-0.493,9.907,-0.003,0.003,0.01
1.32,-0.503,9.872,0.004,-0.003,0.006
1.298,-0.478,9.895,-0.005,0.008,0.007
1.282,-0.49,9.888,0.004,0.001,0.008
1.274,-0.51,9.918,0.005,0.002,0.006
1.28,-0.495,9.911,0.002,0,0.006
1.292,-0.476,9.947,-0.005,0.009,0.005
1.275,-0.481,9.908,-0.007,0.005,0.008
1.286,-0.473,9.903,-0.005,0.006,0.009
1.278,-0.488,9.827,0.001,0.005,0.01
1.29,-0.485,9.841,0.008,0.004,0.014
1.288,-0.486,9.881,0.006,0.009,0.013
1.274,-0.475,9.911,0.009,0.003,0.011
1.288,-0.479,9.965,0.011,-0.004,0.007
1.27,-0.459,9.916,0.007,-0.003,0.006
1.294,-0.471,9.969,0.01,-0.005,0
1.303,-0.504,9.912,0.004,0.007,0
